,Location,Model,MAE
0,2016_onward,lasso,24.40942719787309
1,2016_onward,enet,24.411109159904377
2,2016_onward,gboost,27.615542239183522
3,2016_onward,xgboost,27.7063595266007
4,2016_onward,lgboost,25.165018426807755
5,2016_onward,stacked,29.094314530296145
