apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
1.14,,12.9,0.79,clear-night,,,,,snow,1031.11,Clear,18.43,1420070400,0.0,,41.0,,23.04
-2.4,,12.03,0.77,clear-night,,,,,snow,1031.28,Windy,18.08,1420081200,0.0,,41.0,,34.46
17.76,,6.52,0.61,clear-night,,,0.0,0.0,,,Clear,17.76,1420084800,0.0,,,0.0,0.0
-5.35,,10.98,0.8,clear-night,,,,,snow,1032.7,Windy,15.93,1420092000,0.0,,41.0,,34.46
15.43,0.38,10.19,0.62,partly-cloudy-day,,,0.0,0.0,,1035.2,Partly Cloudy,21.22,1420102800,1.0,,353.0,4.15,4.15
26.78,,11.3,0.52,clear-day,,,0.0,0.0,,,Clear,26.78,1420106400,,,,4.0,0.0
27.79,,11.3,0.49,clear-day,,,0.0,0.0,,,Clear,27.79,1420110000,,,,1.0,0.0
22.84,,10.77,0.49,clear-day,,,0.0,0.0,,1033.11,Clear,27.22,1420113600,,,55.0,3.77,3.77
27.79,,9.91,0.46,clear-day,,,0.0,0.0,,,Clear,27.79,1420117200,,,,0.0,0.0
26.78,,10.9,0.51,clear-day,,,0.0,0.0,,,Clear,26.78,1420120800,,,,0.0,0.0
23.79,,7.56,0.49,clear-day,,,0.0,0.0,,1032.19,Clear,23.79,1420124400,,,41.0,4.99,2.09
22.81,,8.07,0.53,clear-night,,,0.0,0.0,,,Clear,22.81,1420128000,0.0,,0.0,2.99,2.01
21.81,,8.74,0.57,clear-night,,,0.0,0.0,,,Clear,21.81,1420131600,0.0,,,0.0,0.0
21.55,,8.49,0.57,clear-night,,,0.0,0.0,,1032.13,Clear,21.55,1420135200,0.0,,41.0,1.84,1.84
20.79,,8.15,0.58,clear-night,,,0.0,0.0,,,Clear,20.79,1420138800,0.0,,,0.0,0.0
19.76,,7.98,0.6,clear-night,,,0.0,0.0,,,Clear,19.76,1420142400,0.0,,,0.0,0.0
18.53,,6.61,0.59,clear-night,,,0.0,0.0,,1033.52,Clear,18.53,1420146000,0.0,,41.0,1.84,1.84
17.76,,6.52,0.61,clear-night,,,0.0,0.0,,,Clear,17.76,1420149600,0.0,,,0.0,0.0
1.14,,12.9,0.79,clear-night,,,,,snow,1031.11,Clear,18.43,1420070400,0.0,,41.0,,23.04
-2.4,,12.03,0.77,clear-night,,,,,snow,1031.28,Windy,18.08,1420081200,0.0,,41.0,,34.46
17.76,,6.52,0.61,clear-night,,,0.0,0.0,,,Clear,17.76,1420084800,0.0,,,0.0,0.0
-5.35,,10.98,0.8,clear-night,,,,,snow,1032.7,Windy,15.93,1420092000,0.0,,41.0,,34.46
15.43,0.38,10.19,0.62,partly-cloudy-day,,,0.0,0.0,,1035.2,Partly Cloudy,21.22,1420102800,1.0,,353.0,4.15,4.15
26.78,,11.3,0.52,clear-day,,,0.0,0.0,,,Clear,26.78,1420106400,,,,4.0,0.0
27.79,,11.3,0.49,clear-day,,,0.0,0.0,,,Clear,27.79,1420110000,,,,1.0,0.0
22.84,,10.77,0.49,clear-day,,,0.0,0.0,,1033.11,Clear,27.22,1420113600,,,55.0,3.77,3.77
27.79,,9.91,0.46,clear-day,,,0.0,0.0,,,Clear,27.79,1420117200,,,,0.0,0.0
26.78,,10.9,0.51,clear-day,,,0.0,0.0,,,Clear,26.78,1420120800,,,,0.0,0.0
23.79,,7.56,0.49,clear-day,,,0.0,0.0,,1032.19,Clear,23.79,1420124400,,,41.0,4.99,2.09
22.81,,8.07,0.53,clear-night,,,0.0,0.0,,,Clear,22.81,1420128000,0.0,,0.0,2.99,2.01
21.81,,8.74,0.57,clear-night,,,0.0,0.0,,,Clear,21.81,1420131600,0.0,,,0.0,0.0
21.55,,8.49,0.57,clear-night,,,0.0,0.0,,1032.13,Clear,21.55,1420135200,0.0,,41.0,1.84,1.84
20.79,,8.15,0.58,clear-night,,,0.0,0.0,,,Clear,20.79,1420138800,0.0,,,0.0,0.0
19.76,,7.98,0.6,clear-night,,,0.0,0.0,,,Clear,19.76,1420142400,0.0,,,0.0,0.0
18.53,,6.61,0.59,clear-night,,,0.0,0.0,,1033.52,Clear,18.53,1420146000,0.0,,41.0,1.84,1.84
17.76,,6.52,0.61,clear-night,,,0.0,0.0,,,Clear,17.76,1420149600,0.0,,,0.0,0.0
16.81,,5.91,0.62,clear-night,,,0.0,0.0,,,Clear,16.81,1420153200,0.0,,,0.0,0.0
16.63,,5.89,0.62,clear-night,,,0.0,0.0,,1033.23,Clear,16.63,1420156800,0.0,,41.0,2.09,2.09
-0.33,,6.95,0.72,clear-night,,,,,snow,1035.33,Clear,14.45,1420167600,0.0,,41.0,,13.88
-3.77,,5.56,0.7,clear-night,,,,,snow,1035.82,Clear,13.39,1420178400,0.0,,0.0,,18.36
6.63,0.38,9.5,0.74,partly-cloudy-day,,,,,snow,1036.38,Partly Cloudy,16.29,1420189200,1.0,,41.0,,6.93
24.65,0.75,12.53,0.59,partly-cloudy-day,,,0.0,0.0,,1036.32,Mostly Cloudy,24.65,1420200000,1.0,,,0.0,0.0
25.8,,12.9,0.58,clear-day,,,0.0,0.0,,,Clear,25.8,1420203600,,,,2.99,0.0
25.8,,12.9,0.58,clear-day,,,0.0,0.0,,,Clear,25.8,1420207200,,,,0.0,0.0
24.86,0.5,12.64,0.59,partly-cloudy-day,,,0.0,0.0,,1033.58,Mostly Cloudy,24.86,1420210800,0.0,,90.0,2.01,1.78
23.78,,13.29,0.64,clear-night,,,0.0,0.0,,,Clear,23.78,1420214400,0.0,,,0.0,0.0
23.78,,13.29,0.64,clear-night,,,0.0,0.0,,,Clear,23.78,1420218000,0.0,,,0.0,0.0
23.79,0.25,13.67,0.65,partly-cloudy-night,,,0.0,0.0,,1032.82,Partly Cloudy,23.79,1420221600,0.0,,,0.0,0.0
22.81,,12.66,0.65,clear-night,,,0.0,0.0,,,Clear,22.81,1420225200,0.0,,,0.0,0.0
22.81,,13.06,0.66,clear-night,,,0.0,0.0,,,Clear,22.81,1420228800,0.0,,90.0,2.01,2.01
22.88,0.38,13.44,0.67,partly-cloudy-night,,,0.0,0.0,,1032.42,Partly Cloudy,22.88,1420232400,0.0,,,0.0,0.0
23.78,,14.31,0.67,clear-night,,,0.0,0.0,,,Clear,23.78,1420236000,0.0,,90.0,2.99,2.99
23.78,,14.31,0.67,clear-night,,,0.0,0.0,,,Clear,23.78,1420239600,0.0,,,0.0,0.0
17.01,0.5,14.78,0.68,partly-cloudy-night,,,0.0,0.0,,1031.79,Mostly Cloudy,23.71,1420243200,0.0,,90.0,6.0,5.32
22.81,,13.69,0.68,clear-night,,,0.0,0.0,,,Clear,22.81,1420246800,0.0,,,1.0,0.0
22.76,0.75,16.5,0.77,partly-cloudy-night,,,,,snow,1027.8,Mostly Cloudy,22.76,1420254000,0.0,,,,0.0
22.38,1.0,19.05,0.87,cloudy,,,,,snow,1029.91,Overcast,22.38,1420264800,0.0,,,,0.0
26.78,,18.19,0.7,clear-day,,,0.0,0.0,,,Clear,26.78,1420272000,,,,0.0,0.0
29.88,0.75,20.49,0.68,partly-cloudy-day,,,0.0,0.0,,1032.19,Mostly Cloudy,29.88,1420275600,1.0,,270.0,4.99,1.78
31.81,,21.62,0.66,clear-day,,,0.0,0.0,,,Clear,31.81,1420279200,,,,0.0,0.0
33.77,,23.86,0.67,clear-day,,,0.0,0.0,,,Clear,33.77,1420282800,,,248.0,1.0,1.0
33.01,0.75,23.6,0.68,partly-cloudy-day,,,0.0,0.0,,1031.39,Mostly Cloudy,33.01,1420286400,1.0,,,0.0,0.0
33.77,,23.86,0.67,clear-day,,,0.0,0.0,,,Clear,33.77,1420290000,,,,0.0,0.0
34.81,,25.2,0.68,clear-day,,,0.0,0.0,,,Clear,34.81,1420293600,,,,2.01,0.0
33.71,0.75,24.61,0.69,partly-cloudy-day,,,0.0,0.0,,1030.01,Mostly Cloudy,33.71,1420297200,0.0,,,0.0,0.0
32.81,,24.31,0.71,clear-night,,,0.0,0.0,,,Clear,32.81,1420300800,0.0,,,0.0,0.0
30.79,,22.75,0.72,clear-night,,,0.0,0.0,,,Clear,30.79,1420304400,0.0,,,0.0,0.0
30.9,0.75,23.21,0.73,partly-cloudy-night,,,0.0,0.0,,1029.42,Mostly Cloudy,30.9,1420308000,0.0,,,0.0,0.0
30.79,,23.41,0.74,clear-night,,,0.0,0.0,,,Clear,30.79,1420311600,0.0,,,0.0,0.0
30.79,,23.99,0.76,clear-night,,,0.0,0.0,,,Clear,30.79,1420315200,0.0,,,0.0,0.0
29.9,0.63,23.21,0.76,partly-cloudy-night,,,0.0,0.0,,1029.91,Mostly Cloudy,29.9,1420318800,0.0,,,0.0,0.0
29.8,,23.08,0.76,clear-night,,,0.0,0.0,,,Clear,29.8,1420322400,0.0,,,1.0,0.0
29.8,,23.08,0.76,clear-night,,,0.0,0.0,,,Clear,29.8,1420326000,0.0,,,0.0,0.0
29.27,0.75,23.34,0.78,partly-cloudy-night,,,,,snow,1030.62,Mostly Cloudy,29.27,1420329600,0.0,,,,0.0
27.08,0.75,21.55,0.79,partly-cloudy-night,,,,,snow,1030.89,Mostly Cloudy,27.08,1420340400,0.0,,,,0.0
26.38,0.88,21.95,0.83,cloudy,,,,,snow,1030.18,Overcast,26.38,1420351200,0.0,,,,0.0
39.38,1.0,41.0,0.88,cloudy,,,,,rain,1015.82,Overcast,44.37,1420362000,1.0,,221.0,,9.18
35.93,,31.76,0.76,clear-day,,,0.0,0.0,,,Clear,38.8,1420365600,,,113.0,4.0,4.0
30.3,,32.71,0.79,clear-day,,,0.0,0.0,,,Clear,38.8,1420369200,,,113.0,14.99,14.99
40.68,1.0,34.65,0.79,cloudy,,,0.0,0.0,,1014.02,Overcast,40.68,1420372800,1.0,,,4.99,0.0
40.79,,33.68,0.76,clear-day,,,0.0,0.0,,,Clear,40.79,1420376400,,,,0.0,0.0
39.79,,32.08,0.74,clear-day,,,0.0,0.0,,,Clear,39.79,1420380000,,,,0.0,0.0
39.31,0.25,30.63,0.71,partly-cloudy-day,,,0.0,0.0,,1017.2,Partly Cloudy,39.31,1420383600,0.0,,41.0,2.99,1.3
30.97,,25.89,0.59,clear-night,,,0.0,0.0,,,Clear,38.8,1420387200,0.0,,90.0,13.0,13.0
38.8,,23.8,0.55,clear-night,,,0.0,0.0,,,Clear,38.8,1420390800,0.0,,68.0,2.99,2.99
33.07,,24.4,0.6,clear-night,,,0.0,0.0,,1018.8,Clear,37.19,1420394400,0.0,,110.0,12.01,5.13
30.14,,21.0,0.52,clear-night,,,0.0,0.0,,,Clear,36.78,1420398000,0.0,,180.0,8.99,8.99
36.78,,20.1,0.5,clear-night,,,0.0,0.0,,,Clear,36.78,1420401600,0.0,,,14.0,0.0
36.17,0.25,21.99,0.56,partly-cloudy-night,,,0.0,0.0,,1020.09,Partly Cloudy,36.17,1420405200,0.0,,41.0,4.0,1.05
34.81,,21.75,0.59,clear-night,,,0.0,0.0,,,Clear,34.81,1420408800,0.0,,,0.0,0.0
33.77,,21.95,0.62,clear-night,,,0.0,0.0,,,Clear,33.77,1420412400,0.0,,,0.0,0.0
34.04,,23.69,0.66,clear-night,,,0.0,0.0,,1020.99,Clear,34.04,1420416000,0.0,,41.0,1.3,1.3
32.1,0.5,27.52,0.83,partly-cloudy-night,,,,,snow,1022.22,Mostly Cloudy,32.1,1420426800,0.0,,,,0.0
30.66,0.75,28.23,0.91,partly-cloudy-night,,,,,snow,1022.92,Mostly Cloudy,30.66,1420437600,0.0,,,,0.0
33.54,0.63,23.09,0.65,partly-cloudy-day,,,0.0,0.0,,1023.51,Mostly Cloudy,33.54,1420448400,1.0,,41.0,0.79,0.79
35.81,,24.63,0.63,clear-day,,,0.0,0.0,,,Clear,35.81,1420452000,,,,0.0,0.0
28.87,,23.67,0.63,clear-day,,,0.0,0.0,,,Clear,34.81,1420455600,,,113.0,7.99,7.01
34.91,0.38,22.26,0.6,partly-cloudy-day,,,0.0,0.0,,1022.4,Partly Cloudy,34.91,1420459200,1.0,,41.0,2.01,1.58
35.81,,23.47,0.6,clear-day,,,0.0,0.0,,,Clear,35.81,1420462800,,,,4.99,0.0
27.72,,21.75,0.59,clear-day,,,0.0,0.0,,,Clear,34.81,1420466400,,,90.0,12.01,8.99
31.61,0.25,20.51,0.57,partly-cloudy-day,,,0.0,0.0,,1022.09,Partly Cloudy,34.12,1420470000,0.0,,43.0,7.01,3.08
30.79,,20.66,0.66,clear-night,,,0.0,0.0,,,Clear,30.79,1420473600,0.0,,113.0,8.99,2.01
29.8,,19.33,0.65,clear-night,,,0.0,0.0,,,Clear,29.8,1420477200,0.0,,,2.99,0.0
30.02,0.13,18.78,0.63,partly-cloudy-night,,,0.0,0.0,,1023.01,Partly Cloudy,30.02,1420480800,0.0,,41.0,1.05,1.05
28.78,,17.61,0.63,clear-night,,,0.0,0.0,,,Clear,28.78,1420484400,0.0,,315.0,4.0,2.01
28.78,,17.24,0.62,clear-night,,,0.0,0.0,,,Clear,28.78,1420488000,0.0,,293.0,4.99,2.99
28.42,0.38,17.89,0.64,partly-cloudy-night,,,0.0,0.0,,1023.6,Partly Cloudy,28.42,1420491600,0.0,,41.0,1.05,1.05
27.79,,16.73,0.63,clear-night,,,0.0,0.0,,,Clear,27.79,1420495200,0.0,,45.0,2.99,2.99
28.78,,18.41,0.65,clear-night,,,0.0,0.0,,,Clear,28.78,1420498800,0.0,,,0.0,0.0
28.09,0.63,17.74,0.65,partly-cloudy-night,,,0.0,0.0,,1024.19,Mostly Cloudy,28.09,1420502400,0.0,,24.0,2.99,2.19
13.57,0.75,13.29,0.69,partly-cloudy-night,,,,,snow,1023.01,Mostly Cloudy,22.05,1420513200,0.0,,41.0,,6.93
12.7,0.75,14.38,0.74,partly-cloudy-night,,,,,snow,1021.62,Mostly Cloudy,21.34,1420524000,0.0,,0.0,,6.93
31.23,0.75,20.5,0.64,partly-cloudy-day,,,0.0,0.0,,1022.31,Mostly Cloudy,31.23,1420534800,1.0,,,0.0,0.0
27.62,,20.38,0.58,clear-day,,,0.0,0.0,,,Clear,33.77,1420538400,,,180.0,7.01,7.01
36.78,,20.1,0.5,clear-day,,,0.0,0.0,,,Clear,36.78,1420542000,,,,6.0,0.0
32.55,0.5,19.98,0.53,partly-cloudy-day,,,0.0,0.0,,1022.22,Mostly Cloudy,35.6,1420545600,1.0,,113.0,4.99,3.7
34.81,,20.52,0.56,clear-day,,,0.0,0.0,,,Clear,34.81,1420549200,,,,4.0,0.0
35.81,,21.0,0.55,clear-day,,,0.0,0.0,,,Clear,35.81,1420552800,,,,0.0,0.0
34.16,0.25,18.95,0.53,partly-cloudy-day,,,0.0,0.0,,1021.49,Partly Cloudy,34.16,1420556400,0.0,,41.0,6.0,1.05
31.81,,18.91,0.58,clear-night,,,0.0,0.0,,,Clear,31.81,1420560000,0.0,,,1.0,0.0
26.68,,17.17,0.57,clear-night,,,0.0,0.0,,,Clear,30.79,1420563600,0.0,,113.0,4.99,4.0
23.38,0.38,17.42,0.57,partly-cloudy-night,,,0.0,0.0,,1020.91,Partly Cloudy,30.99,1420567200,0.0,,83.0,8.38,8.38
29.8,,15.83,0.56,clear-night,,,0.0,0.0,,,Clear,29.8,1420570800,0.0,,90.0,6.0,2.99
24.03,,15.45,0.53,clear-night,,,0.0,0.0,,,Clear,30.79,1420574400,0.0,,90.0,16.0,7.01
21.21,0.63,15.35,0.55,partly-cloudy-night,,,0.0,0.0,,1023.6,Mostly Cloudy,29.53,1420578000,0.0,,64.0,10.01,9.01
22.83,,13.61,0.5,clear-night,,,0.0,0.0,,,Clear,29.8,1420581600,0.0,,45.0,7.01,7.01
28.78,,12.74,0.51,clear-night,,,0.0,0.0,,,Clear,28.78,1420585200,0.0,,,7.01,0.0
28.17,0.63,12.67,0.52,partly-cloudy-night,,,0.0,0.0,,1026.29,Mostly Cloudy,28.17,1420588800,0.0,,41.0,4.99,1.05
28.78,,12.74,0.51,clear-night,,,0.0,0.0,,,Clear,28.78,1420596000,0.0,,,10.99,0.0
11.96,0.25,15.45,0.72,partly-cloudy-night,,,,,snow,1027.9,Partly Cloudy,23.14,1420599600,0.0,,41.0,,11.39
11.48,0.13,16.5,0.77,partly-cloudy-night,,,,,snow,1029.1,Partly Cloudy,22.76,1420610400,0.0,,41.0,,11.39
28.78,,16.5,0.6,clear-day,,,0.0,0.0,,,Clear,28.78,1420617600,,,,0.0,0.0
31.15,0.13,18.03,0.58,partly-cloudy-day,,,0.0,0.0,,1031.62,Partly Cloudy,31.15,1420621200,1.0,,41.0,1.05,1.05
28.34,,18.26,0.53,clear-day,,,0.0,0.0,,,Clear,33.77,1420624800,,,180.0,6.0,6.0
34.81,,18.26,0.5,clear-day,,,0.0,0.0,,,Clear,34.81,1420628400,,,,0.0,0.0
29.18,0.13,18.68,0.53,partly-cloudy-day,,,0.0,0.0,,1029.58,Partly Cloudy,34.13,1420632000,1.0,,197.0,5.47,5.47
33.77,,17.32,0.5,clear-day,,,0.0,0.0,,,Clear,33.77,1420635600,,,,2.99,0.0
33.77,,16.87,0.5,clear-day,,,0.0,0.0,,,Clear,33.77,1420639200,,,,1.0,0.0
31.89,0.25,15.56,0.5,partly-cloudy-day,,,0.0,0.0,,1028.89,Partly Cloudy,31.89,1420642800,0.0,,41.0,1.05,1.05
28.78,,14.07,0.54,clear-night,,,0.0,0.0,,,Clear,28.78,1420646400,0.0,,,0.0,0.0
26.78,,12.19,0.54,clear-night,,,0.0,0.0,,,Clear,26.78,1420650000,0.0,,,6.0,0.0
27.38,0.25,12.41,0.53,partly-cloudy-night,,,0.0,0.0,,1028.78,Partly Cloudy,27.38,1420653600,0.0,,41.0,4.99,1.05
27.79,,14.38,0.57,clear-night,,,0.0,0.0,,,Clear,27.79,1420657200,0.0,,,0.0,0.0
26.78,,13.84,0.58,clear-night,,,0.0,0.0,,,Clear,26.78,1420660800,0.0,,,0.0,0.0
26.07,0.25,13.5,0.58,partly-cloudy-night,,,0.0,0.0,,1029.8,Partly Cloudy,26.07,1420664400,0.0,,41.0,1.05,1.05
25.8,,13.69,0.6,clear-night,,,0.0,0.0,,,Clear,25.8,1420668000,0.0,,,0.0,0.0
25.8,,13.69,0.6,clear-night,,,0.0,0.0,,,Clear,25.8,1420671600,0.0,,,0.0,0.0
24.94,0.25,13.42,0.61,partly-cloudy-night,,,0.0,0.0,,1030.89,Partly Cloudy,24.94,1420675200,0.0,,41.0,1.05,1.05
23.78,,12.19,0.61,clear-night,,,0.0,0.0,,,Clear,23.78,1420678800,0.0,,,0.0,0.0
20.94,,13.84,0.74,clear-night,,,,,snow,1033.88,Clear,20.94,1420686000,0.0,,,,0.0
17.72,,11.46,0.76,clear-night,,,,,snow,1036.69,Clear,17.72,1420696800,0.0,,,,0.0
24.29,0.63,13.14,0.62,partly-cloudy-day,,,0.0,0.0,,1039.68,Mostly Cloudy,24.29,1420707600,1.0,,,0.0,0.0
25.8,,13.29,0.59,clear-day,,,0.0,0.0,,,Clear,25.8,1420711200,,,,0.0,0.0
27.79,,14.38,0.57,clear-day,,,0.0,0.0,,,Clear,27.79,1420714800,,,,2.99,0.0
29.16,0.75,15.61,0.57,partly-cloudy-day,,,0.0,0.0,,1038.82,Mostly Cloudy,29.16,1420718400,1.0,,,0.0,0.0
24.5,,16.21,0.56,clear-day,,,0.0,0.0,,,Clear,29.8,1420722000,,,158.0,4.99,4.99
29.8,,16.21,0.56,clear-day,,,0.0,0.0,,,Clear,29.8,1420725600,,,,2.01,0.0
28.67,0.88,16.04,0.59,cloudy,,,0.0,0.0,,1038.1,Overcast,28.67,1420729200,0.0,,,0.0,0.0
27.79,,15.15,0.59,clear-night,,,0.0,0.0,,,Clear,27.79,1420732800,0.0,,,0.0,0.0
27.79,,15.53,0.6,clear-night,,,0.0,0.0,,,Clear,27.79,1420736400,0.0,,,0.0,0.0
27.83,1.0,16.28,0.61,cloudy,,,0.0,0.0,,1037.78,Overcast,27.83,1420740000,0.0,,225.0,1.0,0.89
25.8,,14.07,0.61,clear-night,,,0.0,0.0,,,Clear,25.8,1420743600,0.0,,,2.99,0.0
25.8,,14.07,0.61,clear-night,,,0.0,0.0,,,Clear,25.8,1420747200,0.0,,,2.01,0.0
27.08,0.25,22.29,0.82,partly-cloudy-night,,,,,snow,1038.88,Partly Cloudy,27.08,1420750800,0.0,,,,0.0
25.8,,15.15,0.64,clear-night,,,0.0,0.0,,,Clear,25.8,1420758000,0.0,,,0.0,0.0
25.75,,15.86,0.66,clear-night,,,0.0,0.0,,1039.88,Clear,25.75,1420761600,0.0,,,0.0,0.0
24.8,,14.23,0.64,clear-night,,,0.0,0.0,,,Clear,24.8,1420765200,0.0,,,0.0,0.0
21.66,,18.12,0.86,clear-night,,,,,snow,1039.21,Clear,21.66,1420772400,0.0,,,,0.0
17.72,0.13,14.92,0.89,partly-cloudy-night,,,,,snow,1037.9,Partly Cloudy,17.72,1420783200,0.0,,,,0.0
23.46,0.75,20.31,0.88,partly-cloudy-day,,,,,snow,1038.23,Mostly Cloudy,23.46,1420794000,1.0,,,,0.0
24.5,,18.98,0.64,clear-day,,,0.0,0.0,,,Clear,29.8,1420801200,,,90.0,4.99,4.99
30.06,0.63,18.3,0.61,partly-cloudy-day,,,0.0,0.0,,1035.2,Mostly Cloudy,30.06,1420804800,1.0,,,0.0,0.0
31.81,,20.1,0.62,clear-day,,,0.0,0.0,,,Clear,31.81,1420808400,,,90.0,4.0,2.01
32.81,,20.66,0.61,clear-day,,,0.0,0.0,,,Clear,32.81,1420812000,,,,0.0,0.0
32.59,1.0,20.29,0.6,cloudy,,,0.0,0.0,,1033.58,Overcast,32.59,1420815600,0.0,,,0.0,0.0
29.8,,18.98,0.64,clear-night,,,0.0,0.0,,,Clear,29.8,1420819200,0.0,,,0.0,0.0
29.8,,19.33,0.65,clear-night,,,0.0,0.0,,,Clear,29.8,1420822800,0.0,,,0.0,0.0
30.15,0.75,19.92,0.65,partly-cloudy-night,,,0.0,0.0,,1031.62,Mostly Cloudy,30.15,1420826400,0.0,,,0.0,0.0
29.8,,20.03,0.67,clear-night,,,0.0,0.0,,,Clear,29.8,1420830000,0.0,,,0.0,0.0
29.8,,20.38,0.68,clear-night,,,0.0,0.0,,,Clear,29.8,1420833600,0.0,,113.0,2.99,2.99
29.53,0.75,20.37,0.68,partly-cloudy-night,,,0.0,0.0,,1030.12,Mostly Cloudy,29.53,1420837200,0.0,,147.0,4.0,2.82
27.79,,18.48,0.68,clear-night,,,0.0,0.0,,,Clear,27.79,1420840800,0.0,,,0.0,0.0
27.79,,18.48,0.68,clear-night,,,0.0,0.0,,,Clear,27.79,1420844400,0.0,,,2.01,0.0
28.57,0.63,19.74,0.69,partly-cloudy-night,,,0.0,0.0,,1029.91,Mostly Cloudy,28.57,1420848000,0.0,,221.0,1.58,1.58
26.78,,17.9,0.69,clear-night,,,0.0,0.0,,,Clear,26.78,1420851600,0.0,,270.0,2.99,1.0
31.33,0.88,30.73,0.73,cloudy,,,,,rain,1026.69,Overcast,38.61,1420858800,0.0,,221.0,,11.39
35.84,0.88,31.81,0.66,cloudy,,,,,rain,1025.22,Overcast,42.21,1420869600,0.0,,221.0,,11.39
28.78,,20.45,0.71,clear-day,,,0.0,0.0,,,Clear,28.78,1420876800,,,,0.0,0.0
28.65,0.63,23.19,0.71,partly-cloudy-day,,,0.0,0.0,,1022.01,Mostly Cloudy,31.5,1420880400,1.0,,126.0,3.08,3.08
32.81,,24.31,0.71,clear-day,,,0.0,0.0,,,Clear,32.81,1420884000,,,,2.99,0.0
33.77,,24.95,0.7,clear-day,,,0.0,0.0,,,Clear,33.77,1420887600,,,,2.99,0.0
37.36,0.88,27.85,0.68,cloudy,,,0.0,0.0,,1020.41,Overcast,37.36,1420891200,1.0,,180.0,7.99,0.53
30.77,,27.17,0.71,clear-day,,,0.0,0.0,,,Clear,35.81,1420894800,,,113.0,6.0,6.0
33.6,,27.76,0.7,clear-day,,,0.0,0.0,,,Clear,36.78,1420898400,,,68.0,10.99,4.0
51.2,0.75,37.04,0.58,partly-cloudy-day,,,,,rain,1019.61,Mostly Cloudy,51.2,1420902000,0.0,,180.0,,9.18
34.32,,31.43,0.75,clear-night,,,0.0,0.0,,,Clear,38.8,1420909200,0.0,,90.0,6.0,6.0
39.93,0.63,32.26,0.74,partly-cloudy-night,,,0.0,0.0,,1020.21,Mostly Cloudy,39.93,1420912800,0.0,,180.0,0.79,0.79
39.79,,32.71,0.76,clear-night,,,0.0,0.0,,,Clear,39.79,1420916400,0.0,,,2.01,0.0
37.81,,31.11,0.77,clear-night,,,0.0,0.0,,,Clear,37.81,1420920000,0.0,,45.0,7.99,2.99
34.39,0.25,31.12,0.77,partly-cloudy-night,,,0.0,0.0,,1019.89,Partly Cloudy,37.81,1420923600,0.0,,90.0,4.99,4.42
36.78,,30.45,0.78,clear-night,,,0.0,0.0,,,Clear,36.78,1420927200,0.0,,,2.99,0.0
35.81,,29.84,0.79,clear-night,,,0.0,0.0,,,Clear,35.81,1420930800,0.0,,,0.0,0.0
35.32,0.25,29.41,0.79,partly-cloudy-night,,,0.0,0.0,,1020.21,Partly Cloudy,35.32,1420934400,0.0,,,0.0,0.0
34.81,,28.87,0.79,clear-night,,,0.0,0.0,,,Clear,34.81,1420938000,0.0,,,0.0,0.0
33.77,,28.17,0.8,clear-night,,,0.0,0.0,,,Clear,33.77,1420941600,0.0,,,0.0,0.0
34.48,0.25,34.72,0.8,partly-cloudy-night,,,,,rain,1019.1,Partly Cloudy,40.39,1420945200,0.0,,180.0,,9.18
37.17,0.25,37.22,0.79,partly-cloudy-night,,,,,rain,1017.38,Partly Cloudy,43.27,1420956000,0.0,,180.0,,11.39
40.52,0.25,33.73,0.77,partly-cloudy-day,,,0.0,0.0,,1016.6,Partly Cloudy,40.52,1420966800,1.0,,180.0,2.01,1.58
42.81,,34.97,0.74,clear-day,,,0.0,0.0,,,Clear,42.81,1420970400,,,,0.0,0.0
43.78,,35.21,0.72,clear-day,,,0.0,0.0,,,Clear,43.78,1420974000,,,,0.0,0.0
45.29,0.25,35.48,0.68,partly-cloudy-day,,,0.0,0.0,,1015.99,Partly Cloudy,45.29,1420977600,1.0,,180.0,1.05,1.05
59.12,0.25,44.22,0.58,partly-cloudy-day,,,,,rain,1012.21,Partly Cloudy,59.12,1420988400,0.0,,221.0,,9.18
41.78,,32.96,0.71,clear-night,,,0.0,0.0,,,Clear,41.78,1420992000,0.0,,,0.0,0.0
43.78,,35.55,0.73,clear-night,,,0.0,0.0,,,Clear,43.78,1420995600,0.0,,,0.0,0.0
48.71,0.75,37.47,0.65,partly-cloudy-night,,,0.0,0.0,,1011.0,Mostly Cloudy,48.71,1420999200,0.0,,221.0,1.05,1.05
45.78,,35.31,0.67,clear-night,,,0.0,0.0,,,Clear,45.78,1421002800,0.0,,,0.0,0.0
42.81,,34.23,0.72,clear-night,,,0.0,0.0,,,Clear,42.81,1421006400,0.0,,,2.99,0.0
43.02,0.88,34.49,0.72,cloudy,,,0.0,0.0,,1011.71,Overcast,43.02,1421010000,0.0,,221.0,1.05,1.05
36.7,,33.02,0.74,clear-night,,,0.0,0.0,,,Clear,40.79,1421013600,0.0,,68.0,7.01,6.0
37.81,,29.78,0.73,clear-night,,,0.0,0.0,,,Clear,37.81,1421017200,0.0,,,2.01,0.0
44.24,0.88,39.55,0.72,cloudy,,,,,rain,1012.71,Overcast,48.31,1421020800,0.0,,221.0,,9.18
32.81,,28.12,0.83,clear-night,,,0.0,0.0,,,Clear,32.81,1421028000,0.0,,,0.0,0.0
