apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
46.77,,35.59,0.65,clear-day,,,0.0,0.0,,,Clear,46.77,1458543600,,6.216,,,0.0
45.68,,32.02,0.56,clear-day,,,0.0,0.0,,,Clear,46.77,1458547200,,6.216,170.0,,3.36
52.92,0.48,25.8,0.35,partly-cloudy-day,,,0.0,0.0,,1020.09,Partly Cloudy,52.92,1458550800,4.0,6.216,190.0,,6.08
52.15,,30.17,0.43,clear-day,,,0.0,0.0,,,Clear,52.15,1458554400,,6.216,170.0,,3.36
55.77,,26.62,0.32,clear-day,,,0.0,0.0,,,Clear,55.77,1458558000,,6.216,161.0,,3.36
56.6,0.85,23.49,0.28,partly-cloudy-day,,,0.0,0.0,,1016.81,Mostly Cloudy,56.6,1458561600,4.0,6.216,206.0,,5.83
59.36,,30.17,0.33,clear-day,,,0.0,0.0,,,Clear,59.36,1458565200,,6.216,170.0,,4.69
61.16,,35.59,0.38,clear-day,,,0.0,0.0,,,Clear,61.16,1458568800,,6.216,150.0,,6.93
57.88,0.64,31.0,0.36,partly-cloudy-day,,,0.0,0.0,,1014.7,Mostly Cloudy,57.88,1458572400,1.0,6.216,194.0,,7.01
58.17,,39.22,0.49,clear-day,,,,,rain,,Clear,58.17,1458576000,,6.216,150.0,,8.05
54.59,0.5,39.22,0.56,partly-cloudy-night,,,,,rain,,Mostly Cloudy,54.59,1458583200,0.0,,,,2.24
48.19,0.49,36.49,0.6,partly-cloudy-night,,,,,rain,,Partly Cloudy,49.81,1458594000,0.0,,90.0,,4.69
48.03,0.68,39.68,0.73,partly-cloudy-night,,,,,rain,,Mostly Cloudy,48.03,1458604800,0.0,,,,0.0
45.37,0.53,37.63,0.69,partly-cloudy-night,,,,,rain,,Mostly Cloudy,47.33,1458615600,0.0,,20.0,,4.57
55.41,0.88,25.67,0.32,cloudy,,,,,rain,,Overcast,55.41,1458626400,0.0,,287.0,,11.76
53.96,0.44,37.4,0.53,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,53.96,1458630000,2.0,6.216,,,0.0
57.56,0.44,33.78,0.41,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,57.56,1458633600,3.0,6.216,,,0.0
61.01,0.56,26.8,0.27,partly-cloudy-day,,,0.0,0.0,,1007.6,Mostly Cloudy,61.01,1458637200,4.0,6.216,231.0,,10.33
64.76,0.44,33.78,0.31,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,64.76,1458640800,5.0,6.216,150.0,,5.82
64.76,0.44,35.59,0.34,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,64.76,1458644400,5.0,6.216,110.0,,9.18
65.96,0.37,29.23,0.25,partly-cloudy-day,,,0.0,0.0,,1003.3,Partly Cloudy,65.96,1458648000,5.0,6.216,267.0,,6.78
70.17,0.44,32.02,0.24,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,70.17,1458651600,4.0,6.216,120.0,,6.93
70.17,0.44,32.02,0.24,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,70.17,1458655200,2.0,6.216,110.0,,5.82
65.32,0.41,32.28,0.29,partly-cloudy-day,,,0.0,0.0,,1001.9,Partly Cloudy,65.32,1458658800,1.0,6.216,290.0,,7.86
67.18,0.44,33.78,0.29,partly-cloudy-day,,,,,rain,,Partly Cloudy,67.18,1458662400,0.0,6.216,140.0,,6.93
58.27,1.0,43.88,0.59,cloudy,,,,,rain,,Overcast,58.27,1458669600,0.0,,,,2.24
49.07,0.88,42.44,0.78,cloudy,,,,,rain,,Overcast,49.07,1458680400,0.0,,341.0,,2.63
45.84,0.88,42.07,0.87,cloudy,,,,,rain,,Overcast,45.84,1458691200,0.0,,110.0,,1.32
51.28,0.93,38.96,0.63,cloudy,,,,,rain,,Overcast,51.28,1458702000,0.0,,110.0,,6.57
44.58,0.88,39.34,0.7,cloudy,,,,,rain,,Overcast,48.52,1458712800,0.0,,141.0,,8.96
53.96,0.75,35.59,0.5,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,53.96,1458716400,1.0,6.216,240.0,,6.93
55.77,0.75,35.59,0.47,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,55.77,1458720000,3.0,6.216,131.0,35.78,20.8
47.81,0.97,40.33,0.74,cloudy,,,0.0,0.0,,995.71,Overcast,48.38,1458723600,3.0,6.216,180.0,17.22,3.04
50.35,0.75,42.8,0.75,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,50.35,1458727200,4.0,6.216,150.0,24.17,6.93
50.35,0.75,42.8,0.75,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,50.35,1458730800,5.0,6.216,150.0,,9.18
52.23,0.8,45.25,0.77,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,52.23,1458734400,4.0,6.216,250.0,,3.25
53.96,0.75,39.22,0.57,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,53.96,1458738000,3.0,4.346,150.0,,14.99
53.96,0.75,37.4,0.53,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,53.96,1458741600,2.0,4.346,120.0,,6.93
50.92,0.97,39.2,0.64,cloudy,,,0.0,0.0,,991.1,Overcast,50.92,1458745200,1.0,3.73,169.0,,5.97
43.8,1.0,42.8,0.8,cloudy,,,0.0,0.0,,,Overcast,48.57,1458748800,0.0,3.73,131.0,,11.39
43.8,0.75,41.0,0.75,partly-cloudy-night,,,0.0,0.0,,,Mostly Cloudy,48.57,1458752400,0.0,6.216,131.0,,11.39
46.59,1.0,42.48,0.83,cloudy,,,0.0,0.0,,993.0,Overcast,47.38,1458756000,0.0,6.216,288.0,,3.12
45.68,1.0,41.0,0.8,cloudy,,,0.0,0.0,,,Overcast,46.77,1458759600,0.0,4.974,0.0,,3.36
46.38,1.0,41.0,0.78,cloudy,,,,,rain,,Overcast,47.38,1458763200,0.0,4.974,0.0,,3.36
46.41,1.0,44.59,0.93,cloudy,,,,,rain,,Overcast,46.41,1458766800,0.0,,270.0,,2.24
45.84,1.0,43.51,0.92,cloudy,,,,,rain,,Overcast,45.84,1458777600,0.0,,270.0,,2.24
40.53,1.0,39.9,0.92,cloudy,,,,,rain,,Overcast,41.93,1458788400,0.0,,340.0,,3.02
41.04,1.0,35.26,0.74,cloudy,,,,,rain,,Overcast,43.09,1458795600,0.0,,294.0,,3.83
35.85,1.0,33.71,0.81,cloudy,,,,,rain,,Overcast,39.11,1458799200,0.0,,320.0,,4.48
34.67,1.0,35.59,0.86,cloudy,,,0.0,0.0,,,Overcast,39.58,1458802800,1.0,6.216,311.0,,6.93
32.99,1.0,33.78,0.8,cloudy,,,0.0,0.0,,,Overcast,39.58,1458806400,3.0,6.216,311.0,,10.29
36.38,1.0,33.28,0.8,cloudy,,,0.0,0.0,,1001.2,Overcast,38.83,1458810000,3.0,6.216,297.0,,3.58
35.21,1.0,35.59,0.8,cloudy,,,0.0,0.0,,,Overcast,41.36,1458813600,4.0,6.216,300.0,,10.29
35.68,1.0,35.59,0.8,cloudy,,,0.0,0.0,,,Overcast,41.36,1458817200,4.0,4.974,300.0,,9.18
36.87,1.0,34.84,0.8,cloudy,,,0.0,0.0,,1002.2,Overcast,40.67,1458820800,4.0,2.7960000000000003,317.0,,5.53
37.49,1.0,37.4,0.86,cloudy,,,0.0,0.0,,,Overcast,41.36,1458824400,3.0,6.216,300.0,,5.82
37.49,1.0,35.59,0.8,cloudy,,,0.0,0.0,,,Overcast,41.36,1458828000,2.0,6.216,300.0,,5.82
36.27,1.0,33.86,0.79,cloudy,,,0.0,0.0,,1003.8,Overcast,39.8,1458831600,1.0,4.974,273.0,,4.95
36.44,1.0,35.59,0.78,cloudy,,,,,rain,,Overcast,41.97,1458835200,0.0,4.974,251.0,,9.18
39.19,1.0,34.25,0.82,cloudy,,,,,rain,,Overcast,39.19,1458842400,0.0,,319.0,,2.24
37.57,1.0,37.4,0.93,cloudy,,,,,rain,,Overcast,39.37,1458853200,0.0,,341.0,,3.07
38.63,1.0,35.26,0.88,cloudy,,,,,rain,,Overcast,38.63,1458864000,0.0,,0.0,,2.24
35.25,1.0,33.07,0.92,cloudy,,,,,rain,,Overcast,35.25,1458874800,0.0,,290.0,,2.24
33.99,0.52,25.97,0.72,partly-cloudy-day,,,,,snow,,Mostly Cloudy,33.99,1458885600,1.0,,320.0,,2.24
31.99,0.75,30.17,0.79,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,35.96,1458889200,2.0,6.216,251.0,,4.69
36.23,0.75,28.41,0.64,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,39.58,1458892800,3.0,6.216,251.0,,4.69
38.54,0.56,19.71,0.41,partly-cloudy-day,,,0.0,0.0,,1015.19,Mostly Cloudy,41.46,1458896400,4.0,6.216,34.0,,4.55
43.61,0.75,24.82,0.45,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,44.95,1458900000,4.0,6.216,140.0,,3.36
46.77,0.44,23.02,0.39,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,46.77,1458903600,5.0,6.216,251.0,,2.24
40.84,0.45,10.76,0.25,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,44.61,1458907200,5.0,6.216,0.0,,6.72
42.54,0.75,21.21,0.34,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,48.57,1458910800,3.0,6.216,290.0,,16.1
43.8,0.44,17.61,0.29,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,48.57,1458914400,2.0,6.216,290.0,,11.39
41.7,0.34,11.32,0.23,partly-cloudy-day,,,0.0,0.0,,1012.91,Partly Cloudy,46.85,1458918000,1.0,6.216,3.0,,11.24
44.17,0.19,15.83,0.26,partly-cloudy-day,,,,,rain,,Partly Cloudy,49.18,1458921600,0.0,6.216,281.0,,12.76
35.56,,8.01,0.27,clear-night,,,,,rain,,Clear,38.86,1458928800,0.0,,0.0,,4.48
34.68,,25.7,0.69,clear-night,,,,,rain,,Clear,34.68,1458939600,0.0,,341.0,,2.63
32.17,,23.34,0.7,clear-night,,,,,snow,,Clear,32.17,1458950400,0.0,,341.0,,1.32
31.09,0.38,21.75,0.68,partly-cloudy-night,,,,,snow,,Partly Cloudy,31.09,1458961200,0.0,,341.0,,2.63
31.46,0.71,16.7,0.54,partly-cloudy-day,,,,,snow,,Mostly Cloudy,31.46,1458972000,1.0,,341.0,,1.32
35.96,,23.02,0.59,clear-day,,,0.0,0.0,,,Clear,35.96,1458975600,,6.216,341.0,,2.24
37.76,,23.02,0.55,clear-day,,,0.0,0.0,,,Clear,37.76,1458979200,,6.216,350.0,,2.24
40.12,0.95,18.18,0.41,cloudy,,,0.0,0.0,,1020.01,Overcast,40.12,1458982800,4.0,6.216,180.0,,2.46
43.16,1.0,21.21,0.41,cloudy,,,0.0,0.0,,,Overcast,43.16,1458986400,4.0,6.216,221.0,,2.24
43.61,1.0,19.4,0.36,cloudy,,,0.0,0.0,,,Overcast,44.95,1458990000,4.0,6.216,210.0,,3.36
42.64,0.75,14.18,0.28,partly-cloudy-day,,,0.0,0.0,,1017.78,Mostly Cloudy,45.58,1458993600,4.0,6.216,128.0,,5.6
45.68,0.75,17.61,0.31,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,46.77,1458997200,3.0,6.216,191.0,,3.36
45.68,0.75,19.4,0.33,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,46.77,1459000800,2.0,6.216,170.0,,3.36
43.31,0.85,16.68,0.32,partly-cloudy-day,,,0.0,0.0,,1016.6,Mostly Cloudy,45.05,1459004400,1.0,6.216,328.0,,3.82
47.38,0.75,23.02,0.38,partly-cloudy-day,,,,,rain,,Mostly Cloudy,47.38,1459008000,0.0,6.216,180.0,,2.24
39.56,1.0,28.9,0.59,cloudy,,,,,rain,,Overcast,42.29,1459015200,0.0,,270.0,,4.48
39.2,0.88,34.53,0.83,cloudy,,,,,rain,,Overcast,39.2,1459026000,0.0,,,,0.0
37.03,1.0,33.63,0.87,cloudy,,,,,rain,,Overcast,37.03,1459036800,0.0,,341.0,,1.32
34.9,0.76,31.75,0.88,partly-cloudy-night,,,0.0,0.0,,1018.12,Mostly Cloudy,34.9,1459047600,0.0,6.216,,,0.0
32.38,0.75,30.17,0.91,partly-cloudy-night,,,0.0,0.0,,,Mostly Cloudy,32.38,1459051200,0.0,6.216,,,0.0
32.38,0.75,28.41,0.85,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,32.38,1459054800,0.0,6.216,,,0.0
36.24,0.93,30.16,0.78,cloudy,,,0.0,0.0,,1018.61,Overcast,36.24,1459058400,1.0,6.216,,,0.0
39.58,0.75,33.78,0.8,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,39.58,1459062000,2.0,6.216,,,0.0
41.36,0.75,32.02,0.69,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,41.36,1459065600,3.0,6.216,221.0,,2.24
38.85,0.92,32.71,0.72,cloudy,,,0.0,0.0,,1017.2,Overcast,40.88,1459069200,4.0,6.216,150.0,,3.47
38.98,0.75,32.02,0.65,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,43.16,1459072800,5.0,6.216,180.0,,6.93
40.6,0.44,32.02,0.6,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,44.95,1459076400,6.0,6.216,150.0,,8.05
44.34,0.74,33.38,0.62,partly-cloudy-day,,,0.0,0.0,,1015.92,Mostly Cloudy,45.71,1459080000,4.0,6.216,9.0,,3.5
43.92,0.75,33.78,0.6,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,46.77,1459083600,3.0,6.216,20.0,,5.82
44.65,0.75,33.78,0.59,partly-cloudy-day,,,,,rain,,Mostly Cloudy,47.38,1459087200,2.0,6.216,20.0,,5.82
45.35,0.5,25.04,0.42,partly-cloudy-day,,,,,rain,,Mostly Cloudy,47.0,1459090800,1.0,,342.0,,4.07
36.57,0.13,27.94,0.62,partly-cloudy-night,,,,,rain,,Partly Cloudy,39.73,1459101600,0.0,,335.0,,4.48
37.93,,27.52,0.66,clear-night,,,,,rain,,Clear,37.93,1459112400,0.0,,320.0,,2.24
35.4,,24.82,0.65,clear-night,,,,,rain,,Clear,35.4,1459123200,0.0,,320.0,,2.24
35.04,0.25,25.68,0.68,partly-cloudy-night,,,,,rain,,Partly Cloudy,35.04,1459134000,0.0,,290.0,,1.53
36.7,0.52,25.3,0.63,partly-cloudy-day,,,0.0,0.0,,1022.01,Mostly Cloudy,36.7,1459144800,1.0,6.216,125.0,,2.51
43.16,0.44,32.02,0.65,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,43.16,1459148400,2.0,6.216,,,0.0
39.63,0.75,33.78,0.69,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,43.16,1459152000,3.0,6.216,150.0,,5.82
42.42,0.75,25.36,0.45,partly-cloudy-day,,,0.0,0.0,,1020.21,Mostly Cloudy,45.58,1459155600,4.0,6.216,223.0,,5.98
43.92,0.75,32.02,0.56,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,46.77,1459159200,5.0,6.216,180.0,,5.82
46.06,0.75,33.78,0.56,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,48.57,1459162800,5.0,6.216,150.0,,5.82
53.55,0.63,28.76,0.38,partly-cloudy-day,,,0.0,0.0,,1017.6,Mostly Cloudy,53.55,1459166400,5.0,6.216,140.0,,4.48
53.96,0.75,28.41,0.37,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,53.96,1459170000,3.0,6.216,140.0,,9.18
53.96,0.75,32.02,0.43,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,53.96,1459173600,2.0,6.216,140.0,,9.18
53.96,0.63,31.27,0.42,partly-cloudy-day,,,0.0,0.0,,1017.2,Mostly Cloudy,53.96,1459177200,1.0,6.216,150.0,,5.82
53.96,0.75,33.78,0.46,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,53.96,1459180800,0.0,6.216,221.0,,9.18
53.96,0.75,33.78,0.46,partly-cloudy-night,,,0.0,0.0,,,Mostly Cloudy,53.96,1459184400,0.0,6.216,221.0,,9.18
50.48,0.88,32.35,0.5,cloudy,,,,,rain,,Overcast,50.48,1459188000,0.0,,266.0,,8.28
48.0,0.88,38.84,0.7,cloudy,,,,,rain,,Overcast,48.0,1459198800,0.0,,180.0,,2.24
45.84,0.88,37.93,0.74,cloudy,,,,,rain,,Overcast,45.84,1459209600,0.0,,270.0,,1.53
45.84,0.88,38.28,0.75,cloudy,,,,,rain,,Overcast,45.84,1459220400,0.0,,0.0,,2.24
45.91,0.88,36.78,0.7,cloudy,,,0.0,0.0,,1019.89,Overcast,45.91,1459231200,1.0,6.216,320.0,,1.98
46.77,0.75,41.0,0.8,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,46.77,1459234800,2.0,6.216,,,0.0
48.57,0.75,39.22,0.7,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,48.57,1459238400,3.0,6.216,120.0,,1.11
50.58,0.81,35.59,0.56,partly-cloudy-day,,,0.0,0.0,,1019.49,Mostly Cloudy,50.58,1459242000,4.0,6.216,342.0,,4.3
50.35,0.75,35.59,0.57,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,50.35,1459245600,5.0,6.216,191.0,,3.36
52.15,0.75,35.59,0.53,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,52.15,1459249200,5.0,6.216,170.0,,3.36
53.21,0.84,37.27,0.55,partly-cloudy-day,,,0.0,0.0,,1018.61,Mostly Cloudy,53.21,1459252800,4.0,6.216,183.0,,5.91
57.56,0.44,39.22,0.5,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,57.56,1459256400,4.0,6.216,131.0,,8.05
57.56,0.44,39.22,0.5,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,57.56,1459260000,2.0,6.216,120.0,,9.18
53.38,0.86,37.13,0.54,partly-cloudy-day,,,0.0,0.0,,1018.3,Mostly Cloudy,53.38,1459263600,1.0,6.216,223.0,,4.74
57.56,0.44,39.22,0.5,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,57.56,1459267200,0.0,6.216,221.0,,5.82
53.96,0.44,39.22,0.57,partly-cloudy-night,,,0.0,0.0,,,Partly Cloudy,53.96,1459270800,0.0,6.216,281.0,,2.24
52.01,0.84,39.08,0.61,partly-cloudy-night,,,0.0,0.0,,1019.89,Mostly Cloudy,52.01,1459274400,0.0,6.216,,,0.0
50.35,0.44,41.0,0.7,partly-cloudy-night,,,0.0,0.0,,,Partly Cloudy,50.35,1459278000,0.0,6.216,221.0,,2.24
50.35,0.44,41.0,0.7,partly-cloudy-night,,,0.0,0.0,,,Partly Cloudy,50.35,1459281600,0.0,6.216,120.0,,5.82
51.01,0.62,42.41,0.72,partly-cloudy-night,,,,,rain,,Mostly Cloudy,51.01,1459285200,0.0,6.216,120.0,,3.42
50.87,0.38,41.54,0.7,partly-cloudy-night,,,,,rain,,Partly Cloudy,50.87,1459296000,0.0,,,,4.48
46.22,0.45,39.22,0.76,partly-cloudy-night,,,,,rain,,Partly Cloudy,46.22,1459306800,0.0,,0.0,,2.24
45.13,0.4,37.86,0.76,partly-cloudy-day,,,0.0,0.0,,1025.42,Partly Cloudy,45.13,1459317600,1.0,6.216,284.0,,2.24
52.15,,42.8,0.7,clear-day,,,0.0,0.0,,,Clear,52.15,1459321200,,6.216,311.0,,1.11
53.96,,42.8,0.66,clear-day,,,0.0,0.0,,,Clear,53.96,1459324800,,6.216,170.0,,3.36
56.18,0.44,36.69,0.48,partly-cloudy-day,,,0.0,0.0,,1024.28,Partly Cloudy,56.18,1459328400,5.0,6.216,180.0,,4.03
55.77,0.19,42.8,0.62,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,55.77,1459332000,6.0,6.216,161.0,,4.69
55.77,0.19,42.8,0.62,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,55.77,1459335600,7.0,6.216,161.0,,5.82
63.47,0.56,32.03,0.31,partly-cloudy-day,,,0.0,0.0,,1023.01,Mostly Cloudy,63.47,1459339200,5.0,6.216,112.0,,6.49
57.56,0.44,39.22,0.5,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,57.56,1459342800,4.0,6.216,200.0,,4.69
61.16,0.44,35.59,0.38,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,61.16,1459346400,2.0,6.216,210.0,,2.24
65.42,0.48,30.34,0.27,partly-cloudy-day,,,0.0,0.0,,1020.91,Partly Cloudy,65.42,1459350000,1.0,6.216,269.0,,4.32
61.16,0.19,33.78,0.36,partly-cloudy-day,,,0.0,0.0,,,Partly Cloudy,61.16,1459353600,0.0,6.216,140.0,,5.82
61.78,0.19,33.78,0.35,partly-cloudy-night,,,,,rain,,Partly Cloudy,61.78,1459357200,0.0,6.216,140.0,,5.82
56.74,,37.92,0.49,clear-night,,,,,rain,,Clear,56.74,1459360800,0.0,,337.0,,4.52
53.76,,42.07,0.64,clear-night,,,,,rain,,Clear,53.76,1459371600,0.0,,34.0,,3.02
49.64,0.13,41.19,0.73,partly-cloudy-night,,,,,rain,,Partly Cloudy,49.64,1459382400,0.0,,,,2.24
47.26,,38.28,0.71,clear-night,,,,,rain,,Clear,47.26,1459393200,0.0,,20.0,,2.63
50.33,,33.82,0.53,clear-day,,,0.0,0.0,,1026.0,Clear,50.33,1459404000,,6.216,,,1.76
55.87,,38.28,0.52,clear-day,,,0.0,0.0,,,Clear,55.87,1459407600,,6.216,6.0,,2.0
53.96,,41.0,0.61,clear-day,,,0.0,0.0,,,Clear,53.96,1459411200,,6.216,161.0,,2.24
59.61,,32.42,0.36,clear-day,,,0.0,0.0,,1024.61,Clear,59.61,1459414800,,6.216,269.0,,5.24
55.77,,46.41,0.71,clear-day,,,0.0,0.0,,,Clear,55.77,1459418400,,6.216,150.0,,5.82
55.77,,46.41,0.71,clear-day,,,0.0,0.0,,,Clear,55.77,1459422000,,6.216,150.0,,5.82
66.06,0.13,33.17,0.29,partly-cloudy-day,,,0.0,0.0,,1022.01,Partly Cloudy,66.06,1459425600,6.0,6.216,204.0,,5.73
64.76,,46.41,0.51,clear-day,,,0.0,0.0,,,Clear,64.76,1459429200,,6.216,140.0,,5.82
64.76,,46.41,0.51,clear-day,,,0.0,0.0,,,Clear,64.76,1459432800,,6.216,150.0,,5.82
69.02,0.13,29.9,0.23,partly-cloudy-day,,,0.0,0.0,,1019.89,Partly Cloudy,69.02,1459436400,1.0,6.216,207.0,,7.54
61.16,,39.22,0.44,clear-day,,,0.0,0.0,,,Clear,61.16,1459440000,,6.216,140.0,,9.18
59.36,,39.22,0.47,clear-night,,,0.0,0.0,,,Clear,59.36,1459443600,0.0,6.216,120.0,,5.82
60.27,0.25,30.64,0.32,partly-cloudy-night,,,0.0,0.0,,1021.71,Partly Cloudy,60.27,1459447200,0.0,6.216,14.0,,6.13
59.97,,35.59,0.4,clear-night,,,,,rain,,Clear,59.97,1459450800,0.0,6.216,110.0,,6.93
55.92,0.13,35.26,0.46,partly-cloudy-night,,,,,rain,,Partly Cloudy,55.92,1459458000,0.0,,,,2.24
52.67,0.63,35.59,0.52,partly-cloudy-night,,,,,rain,,Mostly Cloudy,52.67,1459468800,0.0,,270.0,,2.24
51.24,0.38,36.16,0.56,partly-cloudy-night,,,,,rain,,Partly Cloudy,51.24,1459479600,0.0,,297.0,,2.24
53.44,0.74,33.14,0.46,partly-cloudy-day,,,0.0,0.0,,1023.01,Mostly Cloudy,53.44,1459490400,1.0,6.216,90.0,,1.98
55.77,,41.0,0.58,clear-day,,,0.0,0.0,,,Clear,55.77,1459494000,,6.216,,,0.0
53.96,,39.22,0.57,clear-day,,,0.0,0.0,,,Clear,53.96,1459497600,,6.216,161.0,,3.36
64.48,0.66,35.68,0.34,partly-cloudy-day,,,0.0,0.0,,1021.12,Mostly Cloudy,64.48,1459501200,4.0,6.216,262.0,,4.5
57.56,,41.0,0.54,clear-day,,,0.0,0.0,,,Clear,57.56,1459504800,,6.216,161.0,,3.36
61.16,,39.22,0.44,clear-day,,,0.0,0.0,,,Clear,61.16,1459508400,,6.216,161.0,,2.24
72.57,0.71,34.75,0.25,partly-cloudy-day,,,0.0,0.0,,1018.49,Mostly Cloudy,72.57,1459512000,5.0,6.216,175.0,,7.41
62.96,0.75,41.0,0.45,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,62.96,1459515600,4.0,6.216,180.0,,4.69
66.57,0.75,37.4,0.34,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,66.57,1459519200,2.0,6.216,170.0,,2.24
73.02,0.75,31.98,0.22,partly-cloudy-day,,,0.0,0.0,,1016.29,Mostly Cloudy,73.02,1459522800,1.0,6.216,3.0,,3.71
64.76,0.75,37.4,0.36,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,64.76,1459526400,0.0,6.216,161.0,,2.24
65.37,0.44,37.4,0.36,partly-cloudy-night,,,,,rain,,Partly Cloudy,65.37,1459530000,0.0,6.216,161.0,,2.24
64.32,0.63,38.67,0.39,partly-cloudy-night,,,,,rain,,Mostly Cloudy,64.32,1459533600,0.0,,110.0,,3.77
57.67,0.38,40.58,0.53,partly-cloudy-night,,,,,rain,,Partly Cloudy,57.67,1459544400,0.0,,,,0.0
53.71,0.74,40.0,0.6,partly-cloudy-night,,,,,rain,,Mostly Cloudy,53.71,1459555200,0.0,,161.0,,1.32
50.04,0.72,42.0,0.74,partly-cloudy-night,,,,,rain,,Mostly Cloudy,50.04,1459566000,0.0,,161.0,,2.63
48.94,0.77,30.75,0.49,partly-cloudy-day,,,0.0,0.0,,1022.09,Mostly Cloudy,48.94,1459576800,1.0,6.216,,,0.0
50.35,0.75,42.8,0.75,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,50.35,1459580400,2.0,6.216,,,0.0
53.96,0.75,44.59,0.71,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,53.96,1459584000,3.0,6.216,200.0,,4.69
60.49,0.79,34.85,0.38,partly-cloudy-day,,,0.0,0.0,,1021.41,Mostly Cloudy,60.49,1459587600,4.0,6.216,,,1.88
55.77,0.75,41.0,0.58,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,55.77,1459591200,5.0,6.216,150.0,,2.24
53.96,0.75,42.8,0.66,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,53.96,1459594800,5.0,6.216,180.0,,5.82
68.34,0.77,32.66,0.27,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,68.34,1459598400,4.0,6.216,109.0,,2.52
61.16,0.75,42.8,0.51,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,61.16,1459602000,4.0,6.216,200.0,,2.24
64.76,0.75,44.59,0.48,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,64.76,1459605600,2.0,6.216,200.0,,1.11
67.69,0.79,36.75,0.32,partly-cloudy-day,,,0.0,0.0,,1017.89,Mostly Cloudy,67.69,1459609200,1.0,6.216,171.0,,4.22
57.56,0.75,44.59,0.62,partly-cloudy-day,,,0.0,0.0,,,Mostly Cloudy,57.56,1459612800,0.0,6.216,150.0,,2.24
55.77,0.75,44.59,0.66,partly-cloudy-night,,,0.0,0.0,,,Mostly Cloudy,55.77,1459616400,0.0,6.216,,,0.0
63.16,0.55,26.24,0.24,partly-cloudy-night,,,0.0,0.0,,,Mostly Cloudy,63.16,1459620000,0.0,6.216,102.0,,2.48
